# source: KELA (Kansaneläkelaitos) reimbursement category → standard RxNorm Ingredient (clinical SME)
# target_vocab: RxNorm (Athena 5.4 snapshot — live vocab.concept, verified 2026-04-17)
# license: KELA codes are Finland public reimbursement codes (open use) + CC-BY-4.0 (RxNorm)
# curator: Phase 13-04 executor (Parthenon GSD agent)
source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason,provenance_tag
205,0,KELA_REIMB,KELA reimbursement 205 – Candesartan,1351557,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
206,0,KELA_REIMB,KELA reimbursement 206 – Amlodipine,1332418,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
207,0,KELA_REIMB,KELA reimbursement 207 – Simvastatin,1539403,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
208,0,KELA_REIMB,KELA reimbursement 208 – Atorvastatin,1545958,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
212,0,KELA_REIMB,KELA reimbursement 212 – Ramipril,1334456,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
214,0,KELA_REIMB,KELA reimbursement 214 – Bisoprolol,1338005,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
317,0,KELA_REIMB,KELA reimbursement 317 – Clopidogrel,1322184,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
319,0,KELA_REIMB,KELA reimbursement 319 – Apixaban,43013024,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
342,0,KELA_REIMB,KELA reimbursement 342 – Dabigatran,45775372,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
351,0,KELA_REIMB,KELA reimbursement 351 – Rivaroxaban,40241331,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
377,0,KELA_REIMB,KELA reimbursement 377 – Warfarin,1310149,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
395,0,KELA_REIMB,KELA reimbursement 395 – Edoxaban,45892847,RxNorm,1970-01-01,2099-12-31,,sme-sphp-2026-04-17
