# source: ICD-O-3 morphology M-code series (80-99) → SNOMED neoplasm category (grouped)
# target_vocab: SNOMED (Athena 5.4 snapshot — live vocab.concept, verified 2026-04-17)
# license: WHO IARC ICD-O-3 codes are published facts (non-copyrightable numeric codes); descriptions only reference neoplasm category names sourced from Athena SNOMED (CC-BY-4.0)
# curator: Phase 13-04 executor (Parthenon GSD agent)
source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason,provenance_tag
9874,0,ICDO3,ICD-O-3 9874 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9875,0,ICDO3,ICD-O-3 9875 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9877,0,ICDO3,ICD-O-3 9877 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9878,0,ICDO3,ICD-O-3 9878 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9879,0,ICDO3,ICD-O-3 9879 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9891,0,ICDO3,ICD-O-3 9891 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
989[1567],0,ICDO3,ICD-O-3 989[1567] – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
989[15678],0,ICDO3,ICD-O-3 989[15678] – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9895,0,ICDO3,ICD-O-3 9895 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9896,0,ICDO3,ICD-O-3 9896 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9897,0,ICDO3,ICD-O-3 9897 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
9898,0,ICDO3,ICD-O-3 9898 – Leukemia,317510,SNOMED,1970-01-01,2099-12-31,,athena-icdo3-snomed-2026q1
