# source: FINNGEN/phenotype-matching ICD-8 → ICD-10 bridge table (MIT) + Athena ICD-10-CM → SNOMED Maps-to
# target_vocab: SNOMED (Athena 5.4 snapshot — live vocab.concept, verified 2026-04-17)
# license: MIT (FinnGen) + CC-BY-4.0 (Athena)
# curator: Phase 13-04 executor (Parthenon GSD agent)
source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason,provenance_tag
015,0,ICD8,Tuberculosis of other organs,434557,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
016,0,ICD8,Tuberculosis of other organs,434557,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
017,0,ICD8,Tuberculosis of other organs,434557,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
018,0,ICD8,Tuberculosis of other organs,434557,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
019,0,ICD8,Sequelae of tuberculosis,4090205,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
020,0,ICD8,Plague,434271,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
021,0,ICD8,Tularemia,441781,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
022,0,ICD8,Anthrax,438960,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
023,0,ICD8,Brucellosis,441497,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
024,0,ICD8,Glanders and melioidosis,435742,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
025,0,ICD8,Rat-bite fevers,433690,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
026,0,ICD8,Erysipeloid,4266323,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
027,0,ICD8,"Other zoonotic bacterial diseases, not elsewhere classified",432545,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
027[0],0,ICD8,"Other zoonotic bacterial diseases, not elsewhere classified",432545,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0270,0,ICD8,"Other zoonotic bacterial diseases, not elsewhere classified",432545,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
027[1],0,ICD8,"Other zoonotic bacterial diseases, not elsewhere classified",432545,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0271,0,ICD8,"Other zoonotic bacterial diseases, not elsewhere classified",432545,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
030,0,ICD8,Leprosy [Hansen's disease],432821,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
031,0,ICD8,Infection due to other mycobacteria,440631,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
032,0,ICD8,Diphtheria,4265179,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
033,0,ICD8,Whooping cough,257778,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
034,0,ICD8,Scarlet fever,141213,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0340,0,ICD8,Scarlet fever,141213,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
035,0,ICD8,Meningococcal infection,436621,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
036,0,ICD8,Meningococcal infection,436621,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
037,0,ICD8,Other tetanus,435740,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
038,0,ICD8,Other sepsis,132797,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
038[0],0,ICD8,Other sepsis,132797,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0380,0,ICD8,Other sepsis,132797,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0382,0,ICD8,Other sepsis,132797,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
039,0,ICD8,Bacterial infection of unspecified site,432545,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
040,0,ICD8,"Other bacterial diseases, not elsewhere classified",432545,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
041,0,ICD8,Bacterial infection of unspecified site,432545,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
042,0,ICD8,Actinomycosis,436020,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
043,0,ICD8,Nocardiosis,4104668,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
044,0,ICD8,Nocardiosis,4104668,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
045,0,ICD8,Acute poliomyelitis,378679,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
046,0,ICD8,Atypical virus infections of central nervous system,444407,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
050,0,ICD8,Smallpox,134573,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
051,0,ICD8,Monkeypox,4234275,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
052,0,ICD8,Measles,4030555,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
053,0,ICD8,Varicella [chickenpox],434272,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
054,0,ICD8,Herpesviral [herpes simplex] infections,444429,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
055,0,ICD8,Rubella [German measles],4273323,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
056,0,ICD8,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",440029,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
057,0,ICD8,Unspecified viral infection characterized by skin and mucous membrane lesions,440029,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
061,0,ICD8,Yellow fever,441210,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
062,0,ICD8,Dengue fever [classical dengue],440022,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
063,0,ICD8,Other mosquito-borne viral fevers,438685,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
064,0,ICD8,Mosquito-borne viral encephalitis,372547,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
065,0,ICD8,Arenaviral hemorrhagic fever,442783,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
066,0,ICD8,Unspecified arthropod-borne viral fever,438685,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
070,0,ICD8,Acute hepatitis A,4098652,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
071,0,ICD8,Rabies,377793,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
072,0,ICD8,Mumps,4290000,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
073,0,ICD8,Viral warts,140641,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
074,0,ICD8,Viral conjunctivitis,380038,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0742,0,ICD8,Viral conjunctivitis,380038,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
075,0,ICD8,Infectious mononucleosis,437784,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
076,0,ICD8,Other diseases caused by chlamydiae,438066,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
077,0,ICD8,Viral conjunctivitis,380038,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
078,0,ICD8,Viral infection of unspecified site,440029,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
079,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0790,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0791,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0792,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0793,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0794,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
079[5],0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0795,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0796,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0797,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0798,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0799,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
080,0,ICD8,"Infectious gastroenteritis and colitis, unspecified",37396146,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
081,0,ICD8,Typhus fever,4080602,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
082,0,ICD8,Spotted fever [tick-borne rickettsioses],434575,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
083,0,ICD8,Other rickettsioses,436906,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
084,0,ICD8,Unspecified malaria,438067,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
084[0],0,ICD8,Unspecified malaria,438067,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0840,0,ICD8,Unspecified malaria,438067,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
084[1],0,ICD8,Unspecified malaria,438067,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0841,0,ICD8,Unspecified malaria,438067,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
085,0,ICD8,Leishmaniasis,433407,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
086,0,ICD8,Chagas' disease,436334,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
087,0,ICD8,African trypanosomiasis,438344,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
088,0,ICD8,Other infestations,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
090,0,ICD8,Congenital syphilis,434279,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
091,0,ICD8,Early syphilis,4089985,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
092,0,ICD8,Late syphilis,435739,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
093,0,ICD8,Late syphilis,435739,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0930,0,ICD8,Late syphilis,435739,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
094,0,ICD8,Late syphilis,435739,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
095,0,ICD8,Late syphilis,435739,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
096,0,ICD8,Other and unspecified syphilis,436033,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
097,0,ICD8,Other and unspecified syphilis,436033,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
098,0,ICD8,Gonococcal infection,433417,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
099,0,ICD8,Other sexually transmitted chlamydial diseases,438066,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0991A,0,ICD8,Other sexually transmitted chlamydial diseases,438066,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
0992A,0,ICD8,Other sexually transmitted chlamydial diseases,438066,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
110,0,ICD8,Other superficial mycoses,4077081,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
111,0,ICD8,Unspecified mycosis,433701,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
112,0,ICD8,Candidiasis,433968,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
113,0,ICD8,"Other mycoses, not elsewhere classified",433701,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
114,0,ICD8,Coccidioidomycosis,437217,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
115,0,ICD8,Histoplasmosis,433134,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
116,0,ICD8,Blastomycosis,433146,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
117,0,ICD8,Cryptococcosis,440035,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1171,0,ICD8,Cryptococcosis,440035,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1172,0,ICD8,Cryptococcosis,440035,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1173,0,ICD8,Cryptococcosis,440035,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
120,0,ICD8,Other helminthiases,441793,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
121,0,ICD8,Taeniasis,433135,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
122,0,ICD8,Echinococcosis,440043,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
123,0,ICD8,Other cestode infections,433702,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
123[0,0,ICD8,Other cestode infections,433702,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1231,0,ICD8,Other cestode infections,433702,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
123[4,0,ICD8,Other cestode infections,433702,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1235,0,ICD8,Other cestode infections,433702,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
124,0,ICD8,Strongyloidiasis,436040,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
125,0,ICD8,Schistosomiasis [bilharziasis],436038,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
126,0,ICD8,Hookworm diseases,440948,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
127,0,ICD8,Unspecified intestinal parasitism,196347,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1270,0,ICD8,Unspecified intestinal parasitism,196347,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1271,0,ICD8,Unspecified intestinal parasitism,196347,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1272,0,ICD8,Unspecified intestinal parasitism,196347,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1279,0,ICD8,Unspecified intestinal parasitism,196347,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
128,0,ICD8,Filariasis,438359,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1289,0,ICD8,Filariasis,438359,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
129,0,ICD8,Other helminthiases,441793,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1299,0,ICD8,Other helminthiases,441793,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
130,0,ICD8,Toxoplasmosis,440653,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
131,0,ICD8,Schistosomiasis [bilharziasis],436038,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
132,0,ICD8,Pediculosis and phthiriasis,4148108,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
133,0,ICD8,Scabies,140949,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1330,0,ICD8,Scabies,140949,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
134,0,ICD8,Myiasis,441799,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1340,0,ICD8,Myiasis,441799,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
135,0,ICD8,Other infestations,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
136,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
13601,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
13602,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
13608,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
13609,0,ICD8,Unspecified parasitic disease,432251,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
140,0,ICD8,Malignant neoplasm of base of tongue,256633,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
141,0,ICD8,Malignant neoplasm of other and unspecified parts of tongue,437498,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1410,0,ICD8,Malignant neoplasm of other and unspecified parts of tongue,437498,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
142,0,ICD8,Malignant neoplasm of parotid gland,434588,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1420,0,ICD8,Malignant neoplasm of parotid gland,434588,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
143,0,ICD8,Malignant neoplasm of gum,140950,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
144,0,ICD8,Malignant neoplasm of floor of mouth,135750,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
145,0,ICD8,Malignant neoplasm of other and unspecified parts of mouth,439404,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1451,0,ICD8,Malignant neoplasm of other and unspecified parts of mouth,439404,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
146,0,ICD8,Malignant neoplasm of tonsil,31509,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1460,0,ICD8,Malignant neoplasm of tonsil,31509,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
147,0,ICD8,Malignant neoplasm of nasopharynx,36684473,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
148,0,ICD8,Malignant neoplasm of hypopharynx,439746,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1481,0,ICD8,Malignant neoplasm of hypopharynx,439746,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
149,0,ICD8,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",436045,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
150,0,ICD8,Malignant neoplasm of esophagus,26638,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
151,0,ICD8,Malignant neoplasm of stomach,196044,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
152,0,ICD8,Malignant neoplasm of small intestine,192836,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
153,0,ICD8,Malignant neoplasm of colon,197500,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1540,0,ICD8,Malignant neoplasm of rectosigmoid junction,438699,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1541,0,ICD8,Malignant neoplasm of rectosigmoid junction,438699,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1542,0,ICD8,Malignant neoplasm of rectosigmoid junction,438699,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
155,0,ICD8,Malignant neoplasm of liver and intrahepatic bile ducts,4246127,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
156,0,ICD8,Malignant neoplasm of gallbladder,197806,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1560,0,ICD8,Malignant neoplasm of gallbladder,197806,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
157,0,ICD8,Malignant neoplasm of pancreas,199754,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
158,0,ICD8,Malignant neoplasm of retroperitoneum and peritoneum,4089665,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
159,0,ICD8,Malignant neoplasm of other and ill-defined digestive organs,4114221,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
160,0,ICD8,Malignant neoplasm of nasal cavity and middle ear,442131,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1600,0,ICD8,Malignant neoplasm of nasal cavity and middle ear,442131,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
1601,0,ICD8,Malignant neoplasm of nasal cavity and middle ear,442131,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
161,0,ICD8,Malignant neoplasm of larynx,26052,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
162,0,ICD8,Malignant neoplasm of trachea,432262,SNOMED,1970-01-01,2099-12-31,,finngen-phenotype-matching-icd8-bridge
