Group ID,PMID,PMCID,DOI,Title,Authors,First Author,Journal/Book,Publication Year,Create Date,Source Files,Source Row Count,Is OA,OA URL,Download Source,PDF Path,File Size Bytes,SHA256,Page Count,PDF Title,PDF Author,PDF Subject,PDF Keywords,PDF Creator,PDF Producer
paper-0017,38105303,PMC10725886,10.1038/s41598-023-49560-w,Implementation of inclusion and exclusion criteria in clinical studies in OHDSI ATLAS software,"Blasini R, Buchowicz KM, Schneider H, Samans B, Sohrabi K.",Blasini R,Sci Rep,2023,2023/12/17,csv-OHDSI-set.csv,1,yes,https://www.nature.com/articles/s41598-023-49560-w.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41598-023-49560-w__932d6202ffb9.pdf,1527964,ba2686374c33677d44d29ffb59c7623c209419f19a2fe4b02bc4f1a8b0789d3a,11,Implementation of inclusion and exclusion criteria in clinical studies in OHDSI ATLAS software,Romina Blasini ,"Scientific Reports, https://doi.org/10.1038/s41598-023-49560-w",,Springer,Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
paper-0020,37034358,PMC10072853,10.1016/j.eclinm.2023.101932,Contextualising adverse events of special interest to characterise the baseline incidence rates in 24 million patients with COVID-19 across 26 databases: a multinational retrospective cohort study,"Voss EA, Shoaibi A, Yin Hui Lai L, Blacketer C, Alshammari T, Makadia R, Haynes K, Sena AG, Rao G, van Sandijk S, Fraboulet C, Boyer L, Le Carrour T, Horban S, Morales DR, Martínez Roldán J, Ramírez-Anguita JM, Mayer MA, de Wilde M, John LH, Duarte-Salles T, Roel E, Pistillo A, Kolde R, Maljković F, Denaxas S, Papez V, Kahn MG, Natarajan K, Reich C, Secora A, Minty EP, Shah NH, Posada JD, Garcia Morales MT, Bosca D, Cadenas Juanino H, Diaz Holgado A, Pedrera Jiménez M, Serrano Balazote P, García Barrio N, Şen S, Üresin AY, Erdogan B, Belmans L, Byttebier G, Malbrain MLNG, Dedman DJ, Cuccu Z, Vashisht R, Butte AJ, Patel A, Dahm L, Han C, Bu F, Arshad F, Ostropolets A, Nyberg F, Hripcsak G, Suchard MA, Prieto-Alhambra D, Rijnbeek PR, Schuemie MJ, Ryan PB.",Voss EA,EClinicalMedicine,2023,2023/04/10,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,http://repositori.upf.edu/bitstream/10230/56947/1/Voss_ecm_cont.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.eclinm.2023.101932__1ad26a163e58.pdf,590771,68739e9eb3a18713d2f7846423ee4fed6a4567d399f152238c48438aaaa65073,12,Contextualising adverse events of special interest to characterise the baseline incidence rates in 24 million patients with COVID-19 across 26 databases: a multinational retrospective cohort study,Erica A. Voss,"eClinicalMedicine, 58 (2023) 101932. doi:10.1016/j.eclinm.2023.101932",,Elsevier,Acrobat Distiller 8.1.0 (Windows)
paper-0021,30526572,PMC6284277,10.1186/s12911-018-0686-7,Preliminary exploration of survival analysis using the OHDSI common data model: a case study of intrahepatic cholangiocarcinoma,"Hong N, Zhang N, Wu H, Lu S, Yu Y, Hou L, Lu Y, Liu H, Jiang G.",Hong N,BMC Med Inform Decis Mak,2018,2018/12/12,csv-OHDSI-set.csv,1,yes,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-018-0686-7,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12911-018-0686-7__851ede077e1e.pdf,1033571,53a4bda89be0e19754d1068d6b9dd1ed23029dbbaf86eb018c35f47634276899,8,12911_2018_686_Article 1..8,,,,Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows)
paper-0022,36406796,PMC9670330,10.1093/jamiaopen/ooac100,"Evaluating a novel approach to stimulate open science collaborations: a case series of ""study-a-thon"" events within the OHDSI and European IMI communities","Hughes N, Rijnbeek PR, van Bochove K, Duarte-Salles T, Steinbeisser C, Vizcaya D, Prieto-Alhambra D, Ryan P.",Hughes N,JAMIA Open,2022,2022/11/21,csv-OHDSI-set.csv,1,yes,https://academic.oup.com/jamiaopen/article-pdf/5/4/ooac100/47100820/ooac100.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_jamiaopen_ooac100__054d3c548cf7.pdf,664060,ee98d5a0a1a7602bbf201e0b9921a63fc35d56bd9628f4d07dba1b87e1c008aa,9,OP-JAMO220100 1..9,,,,Arbortext Advanced Print Publisher 9.0.114/W,Adobe LiveCycle PDF Generator
paper-0023,39228725,PMC11370549,10.1101/2024.08.23.24311950,Adoption of the OMOP CDM for Cancer Research using Real-world Data: Current Status and Opportunities,"Wang L, Wen A, Fu S, Ruan X, Huang M, Li R, Lu Q, Williams AE, Liu H.",Wang L,medRxiv,2024,2024/09/04,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.medrxiv.org/content/medrxiv/early/2024/08/23/2024.08.23.24311950.full.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1101_2024.08.23.24311950__41768fbb8a6a.pdf,3607049,365e281fad2bf456be7ff48453655b4a41139669d86d05e8c737fc1f0a057bed,32,Adoption of the OMOP CDM for Cancer Research using Real-world Data: Current Status and Opportunities,,,,,macOS Version 13.6.1 (Build 22G313) Quartz PDFContext
paper-0024,39140273,PMC11337138,10.2196/49542,Transforming Primary Care Data Into the Observational Medical Outcomes Partnership Common Data Model: Development and Usability Study,"Fruchart M, Quindroit P, Jacquemont C, Beuscart JB, Calafiore M, Lamer A.",Fruchart M,JMIR Med Inform,2024,2024/08/14,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://hal.univ-lille.fr/hal-04679847v1/document,oa_url,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_49542__a7ac2362a992.pdf,889290,3df77dfe12af3a0434b66b6e5d3b0113ea93dc199277790b9c053fb33e5c3f86,13,Transforming Primary Care Data Into the Observational Medical Outcomes Partnership Common Data Model: Development and Usability Study.,"Mathilde Fruchart, Paul Quindroit, Chloe Jacquemont, Jean-Baptiste Beuscart, Matthieu Calafiore, Antoine Lamer",Life Sciences [q-bio],,HAL,PDFLaTeX
paper-0026,34714250,PMC8590192,10.2196/29259,Transforming Anesthesia Data Into the Observational Medical Outcomes Partnership Common Data Model: Development and Usability Study,"Lamer A, Abou-Arab O, Bourgeois A, Parrot A, Popoff B, Beuscart JB, Tavernier B, Moussa MD.",Lamer A,J Med Internet Res,2021,2021/10/29,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.jmir.org/2021/10/e29259/PDF,oa_url,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_29259__53c5e473b13e.pdf,633681,86d75ac98a3804ea266fbb5a5bd9ecc343d79690e54b3df61a164e4b9dea3e53,15,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
paper-0028,36029954,PMC9940475,10.1016/j.jbi.2022.104162,Towards quality improvement of vaccine concept mappings in the OMOP vocabulary with a semi-automated method,"Abeysinghe R, Black A, Kaduk D, Li Y, Reich C, Davydov A, Yao L, Cui L.",Abeysinghe R,J Biomed Inform,2022,2022/08/27,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://europepmc.org/articles/PMC9940475?pdf=render,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.jbi.2022.104162__a6087f1a35cc.pdf,190937,dc6349a4c77ff4fdacbbb29458cf04633e530fe2a948153dc5883c6dc5d6785b,19,Towards quality improvement of vaccine concept mappings in the OMOP vocabulary with a semi-automated method,"Rashmie Abeysinghe, Adam Black, Denys Kaduk, Yupeng Li, Christian Reich, Alexander Davydov, Lixia Yao, Licong Cui",,"Vaccines, OMOP standardized vocabularies, Concept mappings, Mapping quality assurance",AH Formatter V7.2 MR3 for Linux64 : 7.2.4.55390 (2022-01-31T09:48+09),Antenna House PDF Output Library 7.2.1732
paper-0030,28815104,PMC5543379,,Electronic phenotyping with APHRODITE and the Observational Health Sciences and Informatics (OHDSI) data network,"Banda JM, Halpern Y, Sontag D, Shah NH.",Banda JM,AMIA Jt Summits Transl Sci Proc,2017,2017/08/18,csv-OHDSI-set.csv,1,yes,https://europepmc.org/articles/PMC5543379?pdf=render,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/PMC5543379__0bf14c6901aa.pdf,594770,2ce57f94dd25ed21ed230e4d5062085260304bc3467843abf43f7009f661af01,10,The Title of the Article,Jeff Williamson,,,Microsoft® Word 2010,Microsoft® Word 2010
paper-0031,40506029,,10.4143/crt.2024.968,Secondary Cancer Risk in Breast Cancer with and without Radiotherapy: The Observational Health Data Sciences and Informatics (OHDSI) Cohort Study,"Kim S, Boo D, Yoo S, Kim B, Kim K, Kim K, Song E, Kim J, Ryoo HG, Paeng JC, Choi IY, Ko S, Yoo IR, Park RW, Lee HY.",Kim S,Cancer Res Treat,2025,2025/06/12,csv-OHDSI-set.csv,1,yes,https://www.e-crt.org/upload/pdf/crt-2024-968.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.4143_crt.2024.968__e378b4e9c6c7.pdf,827441,093594f8c953c8319610563d3cc668e1b9435fb19434f5a2441d30afa467704e,11,,,,,Adobe InDesign 20.5 (Macintosh),Adobe PDF Library 17.0
paper-0033,39753061,,10.1016/j.ijmedinf.2024.105777,ATC-to-RxNorm mappings - A comparison between OHDSI Standardized Vocabularies and UMLS Metathesaurus,"de Groot R, Glaser S, Kogan A, Medlock S, Alloni A, Gabetta M, Wilk S, de Keizer N, Cornet R.",de Groot R,Int J Med Inform,2025,2025/01/03,csv-OHDSI-set.csv,1,yes,https://pure.amsterdamumc.nl/ws/files/143241117/Atc-to-rxnorm-mappings--a-comparison-between-ohdsi-standardized-vocabularies-and-umls-metathesaurus.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.ijmedinf.2024.105777__a404a7353026.pdf,956166,a7a3f953e275da94ad691d329c1003d338b6f9027966dc6ad65463316c591a38,8,ATC-to-RxNorm mappings – A comparison between OHDSI Standardized Vocabularies and UMLS Metathesaurus,Rowdy de Groot,"International Journal of Medical Informatics, 195 (2025) 105777. doi:10.1016/j.ijmedinf.2024.105777","Terminology mapping,Data interoperability,ATC,RxNorm,OHDSI Standardized Vocabularies,UMLS",Elsevier,Acrobat Distiller 8.1.0 (Windows)
paper-0034,35115001,PMC8812213,10.1186/s12911-022-01765-1,Evaluating the performance of temporal pattern discovery: new application using statins and rhabdomyolysis in OMOP databases,"Lavallee M, Yu T, Evans L, Van Hemelrijck M, Bosco C, Golozar A, Asiimwe A.",Lavallee M,BMC Med Inform Decis Mak,2022,2022/02/04,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://bmcmedinformdecismak.biomedcentral.com/counter/pdf/10.1186/s12911-022-01765-1,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12911-022-01765-1__1d94229b0634.pdf,1589768,d209a67e8ac5d81e254b15962664e9a5af03bdbc74539387f60c627a6b959638,7,Evaluating the performance of temporal pattern discovery: new application using statins and rhabdomyolysis in OMOP databases, M. Lavallee,"BMC Medical Informatics and Decision Making, https://doi.org/10.1186/s12911-022-01765-1",Temporal pattern discover;Adverse events;Statins;Rhabdomyolysis,Adobe InDesign 15.0 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
paper-0037,32229499,PMC7254131,10.1136/bmjhci-2019-100054,Extending an open-source tool to measure data quality: case report on Observational Health Data Science and Informatics (OHDSI),"Dixon BE, Wen C, French T, Williams JL, Duke JD, Grannis SJ.",Dixon BE,BMJ Health Care Inform,2020,2020/04/02,csv-OHDSI-set.csv,1,yes,https://informatics.bmj.com/content/bmjhci/27/1/e100054.full.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1136_bmjhci-2019-100054__2cca17d2ff9f.pdf,617280,0873ebbddbeb58a2fae53a7a9da6376be867ab417a2f585114317abc2b85978f,6,,,,,Adobe InDesign CS6 (Windows),Adobe PDF Library 10.0.1
paper-0040,30421323,PMC6244882,10.1007/s10916-018-1076-5,Analysis of treatment pathways for three chronic diseases using OMOP CDM,"Zhang X, Wang L, Miao S, Xu H, Yin Y, Zhu Y, Dai Z, Shan T, Jing S, Wang J, Zhang X, Huang Z, Wang Z, Guo J, Liu Y.",Zhang X,J Med Syst,2018,2018/11/14,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://link.springer.com/content/pdf/10.1007/s10916-018-1076-5.pdf,existing_file,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1007_s10916-018-1076-5__0d9dfb32b925.pdf,3002119,4456e9ce3b95f692d593f8cbdf531d5e9069d8faff024dad766e7f0fc3fead5e,12,Analysis of treatment pathways for three chronic diseases using OMOP CDM,Xin Zhang,"J Med Syst, doi:10.1007/s10916-018-1076-5","Treatment pathways,OHDSI,OMOP Common Data Model (CDM),Chronic diseases",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 9.0.0 (Windows)
