Group ID,Source File,Source Row Number,PMID,PMCID,DOI,Title
paper-0027,csv-ohdsiomop-set.csv,20,32477694,PMC7233056,,Integrating Electronic Health Record Data into the ADEpedia-on-OHDSI Platform for Improved Signal Detection: A Case Study of Immune-related Adverse Events
paper-0027,csv-omop-set.csv,327,32477694,PMC7233056,,Integrating Electronic Health Record Data into the ADEpedia-on-OHDSI Platform for Improved Signal Detection: A Case Study of Immune-related Adverse Events
paper-0028,csv-OHDSI-set.csv,81,36029954,PMC9940475,10.1016/j.jbi.2022.104162,Towards quality improvement of vaccine concept mappings in the OMOP vocabulary with a semi-automated method
paper-0028,csv-ohdsiomop-set.csv,18,36029954,PMC9940475,10.1016/j.jbi.2022.104162,Towards quality improvement of vaccine concept mappings in the OMOP vocabulary with a semi-automated method
paper-0028,csv-omop-set.csv,27,36029954,PMC9940475,10.1016/j.jbi.2022.104162,Towards quality improvement of vaccine concept mappings in the OMOP vocabulary with a semi-automated method
paper-0032,csv-OHDSI-set.csv,28,38593431,PMC11040436,10.2196/55779,Converge or Collide? Making Sense of a Plethora of Open Data Standards in Health Care
paper-0032,csv-ohdsiomop-set.csv,21,38593431,PMC11040436,10.2196/55779,Converge or Collide? Making Sense of a Plethora of Open Data Standards in Health Care
paper-0032,csv-omop-set.csv,99,38593431,PMC11040436,10.2196/55779,Converge or Collide? Making Sense of a Plethora of Open Data Standards in Health Care
paper-0034,csv-OHDSI-set.csv,49,35115001,PMC8812213,10.1186/s12911-022-01765-1,Evaluating the performance of temporal pattern discovery: new application using statins and rhabdomyolysis in OMOP databases
paper-0034,csv-ohdsiomop-set.csv,22,35115001,PMC8812213,10.1186/s12911-022-01765-1,Evaluating the performance of temporal pattern discovery: new application using statins and rhabdomyolysis in OMOP databases
paper-0034,csv-omop-set.csv,60,35115001,PMC8812213,10.1186/s12911-022-01765-1,Evaluating the performance of temporal pattern discovery: new application using statins and rhabdomyolysis in OMOP databases
paper-0036,csv-OHDSI-set.csv,108,41726461,PMC12919598,,LEVERAGING EPIC'S NATIVE ETL INFRASTRUCTURE FOR OMOP CDM IMPLEMENTATION: A COLLABORATIVE EXPERIENCE
paper-0036,csv-ohdsiomop-set.csv,23,41726461,PMC12919598,,LEVERAGING EPIC'S NATIVE ETL INFRASTRUCTURE FOR OMOP CDM IMPLEMENTATION: A COLLABORATIVE EXPERIENCE
paper-0036,csv-omop-set.csv,73,41726461,PMC12919598,,LEVERAGING EPIC'S NATIVE ETL INFRASTRUCTURE FOR OMOP CDM IMPLEMENTATION: A COLLABORATIVE EXPERIENCE
paper-0038,csv-OHDSI-set.csv,69,31238109,PMC6697579,10.1016/j.jbi.2019.103239,HemOnc: A new standard vocabulary for chemotherapy regimen representation in the OMOP common data model
paper-0038,csv-ohdsiomop-set.csv,24,31238109,PMC6697579,10.1016/j.jbi.2019.103239,HemOnc: A new standard vocabulary for chemotherapy regimen representation in the OMOP common data model
paper-0038,csv-omop-set.csv,63,31238109,PMC6697579,10.1016/j.jbi.2019.103239,HemOnc: A new standard vocabulary for chemotherapy regimen representation in the OMOP common data model
paper-0040,csv-OHDSI-set.csv,140,30421323,PMC6244882,10.1007/s10916-018-1076-5,Analysis of treatment pathways for three chronic diseases using OMOP CDM
paper-0040,csv-ohdsiomop-set.csv,25,30421323,PMC6244882,10.1007/s10916-018-1076-5,Analysis of treatment pathways for three chronic diseases using OMOP CDM
paper-0040,csv-omop-set.csv,79,30421323,PMC6244882,10.1007/s10916-018-1076-5,Analysis of treatment pathways for three chronic diseases using OMOP CDM
paper-0041,csv-OHDSI-set.csv,26,31910437,PMC6946584,10.1371/journal.pone.0226718,Development and validation of a prognostic model predicting symptomatic hemorrhagic transformation in acute ischemic stroke at scale in the OHDSI network
paper-0041,csv-ohdsiomop-set.csv,45,31910437,PMC6946584,10.1371/journal.pone.0226718,Development and validation of a prognostic model predicting symptomatic hemorrhagic transformation in acute ischemic stroke at scale in the OHDSI network
paper-0041,csv-omop-set.csv,299,31910437,PMC6946584,10.1371/journal.pone.0226718,Development and validation of a prognostic model predicting symptomatic hemorrhagic transformation in acute ischemic stroke at scale in the OHDSI network
paper-0042,csv-OHDSI-set.csv,34,36478647,PMC9742390,10.4070/kcj.2022.0294,Establishment of an International Evidence Sharing Network Through Common Data Model for Cardiovascular Research
paper-0042,csv-ohdsiomop-set.csv,26,36478647,PMC9742390,10.4070/kcj.2022.0294,Establishment of an International Evidence Sharing Network Through Common Data Model for Cardiovascular Research
paper-0042,csv-omop-set.csv,132,36478647,PMC9742390,10.4070/kcj.2022.0294,Establishment of an International Evidence Sharing Network Through Common Data Model for Cardiovascular Research
paper-0044,csv-OHDSI-set.csv,111,38025162,PMC10630664,10.1016/j.xops.2023.100391,Advancing Toward a Common Data Model in Ophthalmology: Gap Analysis of General Eye Examination Concepts to Standard Observational Medical Outcomes Partnership (OMOP) Concepts
paper-0044,csv-ohdsiomop-set.csv,27,38025162,PMC10630664,10.1016/j.xops.2023.100391,Advancing Toward a Common Data Model in Ophthalmology: Gap Analysis of General Eye Examination Concepts to Standard Observational Medical Outcomes Partnership (OMOP) Concepts
paper-0044,csv-omop-set.csv,42,38025162,PMC10630664,10.1016/j.xops.2023.100391,Advancing Toward a Common Data Model in Ophthalmology: Gap Analysis of General Eye Examination Concepts to Standard Observational Medical Outcomes Partnership (OMOP) Concepts
paper-0045,csv-OHDSI-set.csv,120,38893186,PMC11171220,10.3390/cancers16112069,Transforming a Large-Scale Prostate Cancer Outcomes Dataset to the OMOP Common Data Model-Experiences from a Scientific Data Holder's Perspective
paper-0045,csv-ohdsiomop-set.csv,28,38893186,PMC11171220,10.3390/cancers16112069,Transforming a Large-Scale Prostate Cancer Outcomes Dataset to the OMOP Common Data Model-Experiences from a Scientific Data Holder's Perspective
paper-0045,csv-omop-set.csv,78,38893186,PMC11171220,10.3390/cancers16112069,Transforming a Large-Scale Prostate Cancer Outcomes Dataset to the OMOP Common Data Model-Experiences from a Scientific Data Holder's Perspective
paper-0047,csv-OHDSI-set.csv,53,39552716,PMC11564986,10.1016/j.eclinm.2024.102903,Incidence of post-acute COVID-19 symptoms across healthcare settings in seven countries: an international retrospective cohort study using routinely-collected data
paper-0047,csv-ohdsiomop-set.csv,29,39552716,PMC11564986,10.1016/j.eclinm.2024.102903,Incidence of post-acute COVID-19 symptoms across healthcare settings in seven countries: an international retrospective cohort study using routinely-collected data
paper-0047,csv-omop-set.csv,123,39552716,PMC11564986,10.1016/j.eclinm.2024.102903,Incidence of post-acute COVID-19 symptoms across healthcare settings in seven countries: an international retrospective cohort study using routinely-collected data
paper-0048,csv-OHDSI-set.csv,45,31325501,PMC6697565,10.1016/j.jbi.2019.103253,Facilitating phenotype transfer using a common data model
paper-0048,csv-ohdsiomop-set.csv,30,31325501,PMC6697565,10.1016/j.jbi.2019.103253,Facilitating phenotype transfer using a common data model
paper-0048,csv-omop-set.csv,126,31325501,PMC6697565,10.1016/j.jbi.2019.103253,Facilitating phenotype transfer using a common data model
paper-0050,csv-OHDSI-set.csv,42,37459703,PMC10528160,10.1016/j.ijmedinf.2023.105144,ReDWINE: A clinical datamart with text analytical capabilities to facilitate rehabilitation research
paper-0050,csv-ohdsiomop-set.csv,31,37459703,PMC10528160,10.1016/j.ijmedinf.2023.105144,ReDWINE: A clinical datamart with text analytical capabilities to facilitate rehabilitation research
paper-0050,csv-omop-set.csv,147,37459703,PMC10528160,10.1016/j.ijmedinf.2023.105144,ReDWINE: A clinical datamart with text analytical capabilities to facilitate rehabilitation research
paper-0052,csv-OHDSI-set.csv,96,37442314,,10.1016/j.jbi.2023.104437,Eos and OMOCL: Towards a seamless integration of openEHR records into the OMOP Common Data Model
paper-0052,csv-ohdsiomop-set.csv,32,37442314,,10.1016/j.jbi.2023.104437,Eos and OMOCL: Towards a seamless integration of openEHR records into the OMOP Common Data Model
paper-0052,csv-omop-set.csv,53,37442314,,10.1016/j.jbi.2023.104437,Eos and OMOCL: Towards a seamless integration of openEHR records into the OMOP Common Data Model
paper-0054,csv-OHDSI-set.csv,82,38280887,PMC10821926,10.1038/s41598-024-52723-y,A comparative patient-level prediction study in OMOP CDM: applicative potential and insights from synthetic data
paper-0054,csv-ohdsiomop-set.csv,33,38280887,PMC10821926,10.1038/s41598-024-52723-y,A comparative patient-level prediction study in OMOP CDM: applicative potential and insights from synthetic data
paper-0054,csv-omop-set.csv,71,38280887,PMC10821926,10.1038/s41598-024-52723-y,A comparative patient-level prediction study in OMOP CDM: applicative potential and insights from synthetic data
paper-0055,csv-OHDSI-set.csv,51,30943974,PMC6448187,10.1186/s12911-019-0786-z,Developing a portable natural language processing based phenotyping system
paper-0055,csv-ohdsiomop-set.csv,34,30943974,PMC6448187,10.1186/s12911-019-0786-z,Developing a portable natural language processing based phenotyping system
paper-0055,csv-omop-set.csv,173,30943974,PMC6448187,10.1186/s12911-019-0786-z,Developing a portable natural language processing based phenotyping system
paper-0056,csv-OHDSI-set.csv,99,39143600,PMC11325822,10.1186/s13023-024-03312-9,How to customize common data models for rare diseases: an OMOP-based implementation and lessons learned
paper-0056,csv-ohdsiomop-set.csv,35,39143600,PMC11325822,10.1186/s13023-024-03312-9,How to customize common data models for rare diseases: an OMOP-based implementation and lessons learned
paper-0056,csv-omop-set.csv,76,39143600,PMC11325822,10.1186/s13023-024-03312-9,How to customize common data models for rare diseases: an OMOP-based implementation and lessons learned
paper-0058,csv-OHDSI-set.csv,43,38472144,PMC11031209,10.1093/jamia/ocae044,Markov modeling for cost-effectiveness using federated health data network
paper-0058,csv-ohdsiomop-set.csv,36,38472144,PMC11031209,10.1093/jamia/ocae044,Markov modeling for cost-effectiveness using federated health data network
paper-0058,csv-omop-set.csv,141,38472144,PMC11031209,10.1093/jamia/ocae044,Markov modeling for cost-effectiveness using federated health data network
paper-0059,csv-OHDSI-set.csv,103,37942786,PMC10653283,10.2196/47959,Assessing the Use of German Claims Data Vocabularies for Research in the Observational Medical Outcomes Partnership Common Data Model: Development and Evaluation Study
paper-0059,csv-ohdsiomop-set.csv,37,37942786,PMC10653283,10.2196/47959,Assessing the Use of German Claims Data Vocabularies for Research in the Observational Medical Outcomes Partnership Common Data Model: Development and Evaluation Study
paper-0059,csv-omop-set.csv,164,37942786,PMC10653283,10.2196/47959,Assessing the Use of German Claims Data Vocabularies for Research in the Observational Medical Outcomes Partnership Common Data Model: Development and Evaluation Study
paper-0061,csv-OHDSI-set.csv,47,38269952,PMC10868467,10.3233/SHTI231108,Health-Analytics Data to Evidence Suite (HADES): Open-Source Software for Observational Research
paper-0061,csv-ohdsiomop-set.csv,38,38269952,PMC10868467,10.3233/SHTI231108,Health-Analytics Data to Evidence Suite (HADES): Open-Source Software for Observational Research
paper-0061,csv-omop-set.csv,174,38269952,PMC10868467,10.3233/SHTI231108,Health-Analytics Data to Evidence Suite (HADES): Open-Source Software for Observational Research
paper-0062,csv-OHDSI-set.csv,84,37267810,,10.1016/j.ijmedinf.2023.105104,Assessing the FAIRness of databases on the EHDEN portal: A case study on two Dutch ICU databases
paper-0062,csv-ohdsiomop-set.csv,39,37267810,,10.1016/j.ijmedinf.2023.105104,Assessing the FAIRness of databases on the EHDEN portal: A case study on two Dutch ICU databases
paper-0062,csv-omop-set.csv,186,37267810,,10.1016/j.ijmedinf.2023.105104,Assessing the FAIRness of databases on the EHDEN portal: A case study on two Dutch ICU databases
paper-0064,csv-OHDSI-set.csv,66,35962355,PMC9372951,10.1186/s12911-022-01965-9,"Leveraging artificial intelligence and data science techniques in harmonizing, sharing, accessing and analyzing SARS-COV-2/COVID-19 data in Rwanda (LAISDAR Project): study design and rationale"
paper-0064,csv-ohdsiomop-set.csv,40,35962355,PMC9372951,10.1186/s12911-022-01965-9,"Leveraging artificial intelligence and data science techniques in harmonizing, sharing, accessing and analyzing SARS-COV-2/COVID-19 data in Rwanda (LAISDAR Project): study design and rationale"
paper-0064,csv-omop-set.csv,191,35962355,PMC9372951,10.1186/s12911-022-01965-9,"Leveraging artificial intelligence and data science techniques in harmonizing, sharing, accessing and analyzing SARS-COV-2/COVID-19 data in Rwanda (LAISDAR Project): study design and rationale"
paper-0066,csv-OHDSI-set.csv,122,40791563,PMC12338626,10.1101/2025.07.15.664501,Mapping and Harmonization of CVX vaccine terms to the Vaccine Ontology
paper-0066,csv-ohdsiomop-set.csv,41,40791563,PMC12338626,10.1101/2025.07.15.664501,Mapping and Harmonization of CVX vaccine terms to the Vaccine Ontology
paper-0066,csv-omop-set.csv,249,40791563,PMC12338626,10.1101/2025.07.15.664501,Mapping and Harmonization of CVX vaccine terms to the Vaccine Ontology
paper-0067,csv-OHDSI-set.csv,46,35780114,PMC9250712,10.1186/s12874-022-01652-3,Empirical assessment of alternative methods for identifying seasonality in observational healthcare data
paper-0067,csv-ohdsiomop-set.csv,42,35780114,PMC9250712,10.1186/s12874-022-01652-3,Empirical assessment of alternative methods for identifying seasonality in observational healthcare data
paper-0067,csv-omop-set.csv,167,35780114,PMC9250712,10.1186/s12874-022-01652-3,Empirical assessment of alternative methods for identifying seasonality in observational healthcare data
paper-0068,csv-OHDSI-set.csv,153,37724311,PMC10505380,10.2147/CLEP.S419481,Transforming the Information System for Research in Primary Care (SIDIAP) in Catalonia to the OMOP Common Data Model and Its Use for COVID-19 Research
paper-0068,csv-ohdsiomop-set.csv,43,37724311,PMC10505380,10.2147/CLEP.S419481,Transforming the Information System for Research in Primary Care (SIDIAP) in Catalonia to the OMOP Common Data Model and Its Use for COVID-19 Research
paper-0068,csv-omop-set.csv,77,37724311,PMC10505380,10.2147/CLEP.S419481,Transforming the Information System for Research in Primary Care (SIDIAP) in Catalonia to the OMOP Common Data Model and Its Use for COVID-19 Research
paper-0070,csv-OHDSI-set.csv,59,39043402,PMC11631081,10.1093/jamia/ocae198,allofus: an R package to facilitate use of the All of Us Researcher Workbench
paper-0070,csv-ohdsiomop-set.csv,44,39043402,PMC11631081,10.1093/jamia/ocae198,allofus: an R package to facilitate use of the All of Us Researcher Workbench
paper-0070,csv-omop-set.csv,168,39043402,PMC11631081,10.1093/jamia/ocae198,allofus: an R package to facilitate use of the All of Us Researcher Workbench
paper-0071,csv-OHDSI-set.csv,106,35571357,PMC9097714,10.1093/jamiaopen/ooac021,Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the Observational Medical Outcomes Partnership (OMOP) Common Data Model
paper-0071,csv-ohdsiomop-set.csv,46,35571357,PMC9097714,10.1093/jamiaopen/ooac021,Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the Observational Medical Outcomes Partnership (OMOP) Common Data Model
paper-0071,csv-omop-set.csv,83,35571357,PMC9097714,10.1093/jamiaopen/ooac021,Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the Observational Medical Outcomes Partnership (OMOP) Common Data Model
paper-0072,csv-OHDSI-set.csv,70,30395248,PMC6289550,10.1093/jamia/ocy124,Effect of vocabulary mapping for conditions on phenotype cohorts
paper-0072,csv-ohdsiomop-set.csv,47,30395248,PMC6289550,10.1093/jamia/ocy124,Effect of vocabulary mapping for conditions on phenotype cohorts
paper-0072,csv-omop-set.csv,202,30395248,PMC6289550,10.1093/jamia/ocy124,Effect of vocabulary mapping for conditions on phenotype cohorts
paper-0074,csv-OHDSI-set.csv,173,39949611,PMC11822943,10.3389/fdgth.2025.1423621,Harmonizing population health data into OMOP common data model: a demonstration using COVID-19 sero-surveillance data from Nairobi Urban Health and Demographic Surveillance System
paper-0074,csv-ohdsiomop-set.csv,48,39949611,PMC11822943,10.3389/fdgth.2025.1423621,Harmonizing population health data into OMOP common data model: a demonstration using COVID-19 sero-surveillance data from Nairobi Urban Health and Demographic Surveillance System
paper-0074,csv-omop-set.csv,82,39949611,PMC11822943,10.3389/fdgth.2025.1423621,Harmonizing population health data into OMOP common data model: a demonstration using COVID-19 sero-surveillance data from Nairobi Urban Health and Demographic Surveillance System
paper-0075,csv-OHDSI-set.csv,95,37860059,PMC10582239,10.1002/lrh2.10388,A computable biomedical knowledge object for calculating in-hospital mortality for patients admitted with acute myocardial infarction
paper-0075,csv-ohdsiomop-set.csv,49,37860059,PMC10582239,10.1002/lrh2.10388,A computable biomedical knowledge object for calculating in-hospital mortality for patients admitted with acute myocardial infarction
paper-0075,csv-omop-set.csv,163,37860059,PMC10582239,10.1002/lrh2.10388,A computable biomedical knowledge object for calculating in-hospital mortality for patients admitted with acute myocardial infarction
paper-0077,csv-OHDSI-set.csv,132,37952118,PMC10746315,10.1093/jamia/ocad214,European Health Data & Evidence Network-learnings from building out a standardized international health data network
paper-0077,csv-ohdsiomop-set.csv,50,37952118,PMC10746315,10.1093/jamia/ocad214,European Health Data & Evidence Network-learnings from building out a standardized international health data network
paper-0077,csv-omop-set.csv,169,37952118,PMC10746315,10.1093/jamia/ocad214,European Health Data & Evidence Network-learnings from building out a standardized international health data network
paper-0078,csv-OHDSI-set.csv,58,31445247,PMC6717538,10.1016/j.ijmedinf.2019.05.018,Automatic trial eligibility surveillance based on unstructured clinical data
paper-0078,csv-ohdsiomop-set.csv,51,31445247,PMC6717538,10.1016/j.ijmedinf.2019.05.018,Automatic trial eligibility surveillance based on unstructured clinical data
paper-0078,csv-omop-set.csv,193,31445247,PMC6717538,10.1016/j.ijmedinf.2019.05.018,Automatic trial eligibility surveillance based on unstructured clinical data
paper-0080,csv-OHDSI-set.csv,115,41631168,PMC12861212,10.1016/j.lanepe.2025.101585,"Comorbidities, medication use, and overall survival in eight cancers: a multinational cohort study of 1.7 million patients across Europe"
paper-0080,csv-ohdsiomop-set.csv,52,41631168,PMC12861212,10.1016/j.lanepe.2025.101585,"Comorbidities, medication use, and overall survival in eight cancers: a multinational cohort study of 1.7 million patients across Europe"
paper-0080,csv-omop-set.csv,172,41631168,PMC12861212,10.1016/j.lanepe.2025.101585,"Comorbidities, medication use, and overall survival in eight cancers: a multinational cohort study of 1.7 million patients across Europe"
paper-0081,csv-OHDSI-set.csv,63,35345821,PMC8957305,10.2147/CLEP.S323292,Unraveling COVID-19: A Large-Scale Characterization of 4.5 Million COVID-19 Cases Using CHARYBDIS
paper-0081,csv-OHDSI-set.csv,90,33688639,PMC7941629,10.21203/rs.3.rs-279400/v1,Unraveling COVID-19: a large-scale characterization of 4.5 million COVID-19 cases using CHARYBDIS
paper-0081,csv-ohdsiomop-set.csv,53,35345821,PMC8957305,10.2147/CLEP.S323292,Unraveling COVID-19: A Large-Scale Characterization of 4.5 Million COVID-19 Cases Using CHARYBDIS
paper-0081,csv-omop-set.csv,256,35345821,PMC8957305,10.2147/CLEP.S323292,Unraveling COVID-19: A Large-Scale Characterization of 4.5 Million COVID-19 Cases Using CHARYBDIS
paper-0083,csv-OHDSI-set.csv,101,37603402,PMC10477922,10.2196/42883,Prescribing Patterns of Oral Antibiotics and Isotretinoin for Acne in a Colorado Hospital System: Retrospective Cohort Study
paper-0083,csv-ohdsiomop-set.csv,54,37603402,PMC10477922,10.2196/42883,Prescribing Patterns of Oral Antibiotics and Isotretinoin for Acne in a Colorado Hospital System: Retrospective Cohort Study
